state,crop_year,season,crop,area,production,yield
Madhya Pradesh,2003,WHOLE YEAR,POTATO,695.0,13677.0,196.79136690647482
Karnataka,2000,KHARIF,MOONG(GREEN GRAM),159057.0,71170.0,4.474496564124811
Rajasthan,2007,KHARIF,URAD,3848.0,2210.0,5.743243243243244
Maharashtra,2002,KHARIF,ARHAR/TUR,93300.0,88900.0,9.528403001071812
Punjab,2007,RABI,WHEAT,72000.0,328000.0,45.55555555555556
Punjab,2014,KHARIF,RICE,182000.0,505000.0,27.747252747252745
Karnataka,2014,KHARIF,JOWAR,2755.0,3826.0,13.887477313974593
Madhya Pradesh,2008,WHOLE YEAR,SESAMUM,70.0,30.0,4.285714285714286
Arunachal Pradesh,1998,KHARIF,RICE,21585.0,15045.0,6.970118137595552
Tamil Nadu,2013,KHARIF,SUNFLOWER,433.0,860.0,19.861431870669747
Madhya Pradesh,2000,RABI,GRAM,50863.0,37333.0,7.339913099895798
Haryana,2000,WHOLE YEAR,POTATO,272.0,4300.0,158.08823529411765
Bihar,1998,RABI,RAPESEED &MUSTARD,535.0,593.0,11.08411214953271
Haryana,2002,RABI,RAPESEED &MUSTARD,16427.0,18000.0,10.957569854507822
Assam,2007,WHOLE YEAR,POTATO,1495.0,5833.0,39.01672240802676
Uttarakhand,2000,RABI,GRAM,28.0,18.0,6.428571428571429
Uttar Pradesh,2007,SUMMER,URAD,57.0,39.0,6.842105263157895
Madhya Pradesh,2008,KHARIF,JOWAR,2342.0,2035.0,8.689154568744662
Odisha,2009,WINTER,RAPESEED &MUSTARD,80.0,10.6,1.3250000000000002
Karnataka,2004,RABI,MAIZE,413.0,1258.0,30.46004842615012
Assam,1998,RABI,GRAM,40.0,23.0,5.75
Uttar Pradesh,2007,SUMMER,MAIZE,307.0,441.0,14.364820846905538
Uttar Pradesh,2001,KHARIF,URAD,658.0,237.0,3.6018237082066866
Karnataka,2000,KHARIF,RICE,341.0,529.0,15.513196480938415
Bihar,2005,AUTUMN,RICE,15.0,17.0,11.333333333333332
Maharashtra,1998,RABI,JOWAR,2000.0,700.0,3.5
Odisha,2002,WHOLE YEAR,POTATO,300.0,2440.8,81.36000000000001
Maharashtra,2006,RABI,WHEAT,33100.0,37600.0,11.3595166163142
Uttar Pradesh,2005,KHARIF,SESAMUM,4447.0,409.0,0.9197211603328086
Telangana,2006,RABI,URAD,5.0,5.0,10.0
Uttar Pradesh,1997,KHARIF,URAD,5599.0,3177.0,5.674227540632256
Uttar Pradesh,1997,KHARIF,RICE,108473.0,266267.0,24.546845758852434
Odisha,2004,AUTUMN,GROUNDNUT,1856.0,1779.9,9.589978448275861
Gujarat,2010,WHOLE YEAR,ONION,8600.0,249800.0,290.4651162790698
Karnataka,2005,KHARIF,MOONG(GREEN GRAM),13761.0,4079.0,2.964174115253252
Andhra Pradesh,2004,KHARIF,JOWAR,313.0,167.0,5.335463258785943
Uttar Pradesh,2014,KHARIF,URAD,867.0,465.0,5.3633217993079585
Rajasthan,2003,KHARIF,SUNFLOWER,13.0,5.0,3.8461538461538463
Assam,2004,KHARIF,SESAMUM,583.0,301.0,5.16295025728988
Maharashtra,2009,RABI,SUNFLOWER,12500.0,7600.0,6.08
Odisha,2014,AUTUMN,RICE,1000.0,1000.0,10.0
Meghalaya,1999,KHARIF,RICE,8757.0,10149.0,11.589585474477563
Karnataka,2012,KHARIF,RICE,35282.0,80175.0,22.724051924494077
Uttar Pradesh,2002,SUMMER,MOONG(GREEN GRAM),2.0,1.0,5.0
Uttar Pradesh,2009,KHARIF,RICE,86936.0,174654.0,20.089951228489923
Telangana,2008,KHARIF,GROUNDNUT,169.0,128.0,7.57396449704142
Tamil Nadu,2009,WHOLE YEAR,DRY CHILLIES,14177.0,7935.0,5.5970938844607465
Odisha,2005,SUMMER,GROUNDNUT,377.0,389.1,10.320954907161804
Assam,2010,RABI,RAPESEED &MUSTARD,15425.0,11147.0,7.2265802269043755
Bihar,2009,KHARIF,URAD,6283.0,6220.0,9.899729428616903
Rajasthan,2001,KHARIF,URAD,5784.0,1949.0,3.3696403872752425
Punjab,1998,RABI,GRAM,3800.0,2800.0,7.368421052631579
Uttarakhand,2012,KHARIF,URAD,481.0,409.0,8.503118503118504
Kerala,2012,SUMMER,RICE,40.0,91.0,22.75
Gujarat,2007,KHARIF,JOWAR,3600.0,6300.0,17.5
Odisha,2004,AUTUMN,GROUNDNUT,311.0,320.0,10.289389067524116
Gujarat,2011,KHARIF,ARHAR/TUR,800.0,800.0,10.0
Chhattisgarh,2001,RABI,URAD,99.0,27.0,2.727272727272727
Bihar,2002,WHOLE YEAR,ONION,1091.0,12328.0,112.99725022914757
Bihar,2005,WINTER,RICE,84677.0,200611.0,23.69132113797135
Odisha,1998,SUMMER,MAIZE,2.0,2.0,10.0
Uttar Pradesh,2003,SUMMER,URAD,6.0,3.0,5.0
Uttar Pradesh,2004,SUMMER,SUNFLOWER,566.0,1112.0,19.646643109540637
Maharashtra,2009,RABI,GRAM,24100.0,23500.0,9.75103734439834
Puducherry,2004,RABI,URAD,11.0,6.0,5.454545454545454
Karnataka,2003,SUMMER,SUNFLOWER,1375.0,1049.0,7.629090909090909
Odisha,2006,SUMMER,SESAMUM,127.0,39.9,3.1417322834645667
Karnataka,2010,SUMMER,RICE,23.0,74.0,32.173913043478265
Uttar Pradesh,2013,KHARIF,RICE,95250.0,207931.0,21.83002624671916
Maharashtra,2006,KHARIF,SUNFLOWER,1900.0,1000.0,5.263157894736842
West Bengal,1998,WHOLE YEAR,DRY CHILLIES,995.0,177.0,1.7788944723618092
Bihar,1997,RABI,WHEAT,51968.0,96812.0,18.629156403940886
Madhya Pradesh,2008,KHARIF,RICE,42970.0,45223.0,10.524319292529672
Bihar,2001,WHOLE YEAR,POTATO,5131.0,40859.0,79.63165075034107
Maharashtra,1998,SUMMER,GROUNDNUT,17600.0,39200.0,22.27272727272727
Tamil Nadu,2004,KHARIF,MOONG(GREEN GRAM),3438.0,1758.0,5.113438045375219
Bihar,1999,WHOLE YEAR,ONION,243.0,2107.0,86.70781893004116
Gujarat,2008,KHARIF,SESAMUM,76600.0,23400.0,3.0548302872062667
Haryana,2007,WHOLE YEAR,POTATO,281.0,5300.0,188.6120996441281
Madhya Pradesh,2009,WHOLE YEAR,WHEAT,111114.0,425244.0,38.27096495491117
Maharashtra,2006,KHARIF,RICE,200.0,100.0,5.0
Uttar Pradesh,2007,SUMMER,SUNFLOWER,30.0,48.0,16.0
Tamil Nadu,2012,KHARIF,MAIZE,4.0,14.0,35.0
Karnataka,2011,KHARIF,DRY CHILLIES,3068.0,3288.0,10.717079530638854
Punjab,1999,KHARIF,GROUNDNUT,3000.0,3000.0,10.0
Bihar,2013,KHARIF,URAD,124.0,113.0,9.112903225806452
Bihar,2011,RABI,MAIZE,203.0,499.0,24.581280788177338
Bihar,2009,RABI,MAIZE,986.0,3189.0,32.342799188640974
Kerala,2008,AUTUMN,RICE,3723.0,6541.0,17.569164652162236
Assam,2010,KHARIF,ARHAR/TUR,78.0,54.0,6.923076923076923
Odisha,2002,WHOLE YEAR,DRY CHILLIES,1090.0,910.0,8.34862385321101
Bihar,1997,KHARIF,GROUNDNUT,1.0,1.0,10.0
Chhattisgarh,2006,KHARIF,ARHAR/TUR,3856.0,1724.0,4.470954356846473
Assam,2006,SUMMER,RICE,50412.0,109513.0,21.723597556137427
Punjab,2004,RABI,WHEAT,258000.0,1246000.0,48.29457364341085
Chhattisgarh,2013,KHARIF,MOONG(GREEN GRAM),52.0,10.0,1.9230769230769231
Maharashtra,2000,RABI,JOWAR,202900.0,117300.0,5.781172991621489
Maharashtra,2010,KHARIF,SESAMUM,600.0,300.0,5.0
Tamil Nadu,1997,KHARIF,SESAMUM,3559.0,1080.0,3.034560269738691
Madhya Pradesh,2011,KHARIF,ARHAR/TUR,696.0,290.0,4.166666666666667
Maharashtra,2014,KHARIF,JOWAR,23400.0,35900.0,15.341880341880342
Rajasthan,1998,KHARIF,SESAMUM,91.0,7.0,0.7692307692307693
Uttar Pradesh,2012,KHARIF,MAIZE,8.0,15.0,18.75
Tamil Nadu,1998,WHOLE YEAR,DRY CHILLIES,2559.0,801.0,3.130128956623681
Himachal Pradesh,2007,KHARIF,MAIZE,30939.0,72378.0,23.39377484728013
Madhya Pradesh,2005,KHARIF,RICE,3098.0,3194.0,10.309877340219495
Bihar,2011,WINTER,RICE,57253.0,122096.0,21.325694723420607
Madhya Pradesh,2010,KHARIF,URAD,7916.0,2912.0,3.6786255684689237
Odisha,2003,RABI,SUNFLOWER,20.0,10.0,5.0
Gujarat,2000,KHARIF,MOONG(GREEN GRAM),2100.0,600.0,2.8571428571428568
Jharkhand,2003,RABI,POTATO,2310.39,17334.86,75.03001657728782
Telangana,2013,RABI,JOWAR,10721.0,7987.0,7.449864751422441
Madhya Pradesh,2003,KHARIF,JOWAR,51444.0,71250.0,13.850011663167717
Uttarakhand,2005,RABI,WHEAT,39917.0,23932.0,5.995440539118672
Andhra Pradesh,2010,KHARIF,MAIZE,2824.0,8421.0,29.81940509915014
Odisha,2007,WINTER,RAPESEED &MUSTARD,1085.0,289.7,2.670046082949309
Haryana,2007,KHARIF,MOONG(GREEN GRAM),175.0,100.0,5.7142857142857135
Karnataka,2009,SUMMER,SUNFLOWER,1.0,1.0,10.0
Karnataka,2009,KHARIF,GROUNDNUT,119677.0,62493.0,5.221805359425788
Chhattisgarh,2007,WHOLE YEAR,ONION,1.0,9.0,90.0
Tripura,1999,KHARIF,MAIZE,375.0,300.0,8.0
Tamil Nadu,2009,KHARIF,RICE,39765.0,135834.0,34.159185213127124
Bihar,2014,RABI,WHEAT,39726.0,23947.0,6.028042088304888
Karnataka,1997,SUMMER,MAIZE,2758.0,6624.0,24.017403915881076
Gujarat,2012,SUMMER,ONION,300.0,5100.0,170.0
Madhya Pradesh,2004,KHARIF,JOWAR,49544.0,32352.0,6.529953172937187
Uttar Pradesh,2007,KHARIF,JOWAR,136.0,86.0,6.323529411764706
Bihar,1999,WHOLE YEAR,POTATO,4786.0,41847.0,87.4362724613456
Gujarat,2012,RABI,GRAM,3100.0,4000.0,12.903225806451612
Meghalaya,2003,WHOLE YEAR,POTATO,5653.0,38829.0,68.68742260746507
Karnataka,2006,RABI,MOONG(GREEN GRAM),48.0,15.0,3.125
Uttar Pradesh,2011,SUMMER,MOONG(GREEN GRAM),196.0,134.0,6.836734693877551
Odisha,1997,WINTER,SESAMUM,2308.0,219.0,0.9488734835355286
Madhya Pradesh,2005,KHARIF,MAIZE,4656.0,7758.0,16.66237113402062
Uttar Pradesh,2000,WHOLE YEAR,POTATO,336.0,7233.0,215.26785714285717
Maharashtra,2007,KHARIF,RICE,1925.0,3190.0,16.571428571428573
Jharkhand,2006,RABI,RAPESEED &MUSTARD,444.84,278.0,6.24943800017984
Uttar Pradesh,2012,SUMMER,MAIZE,473.0,874.0,18.477801268498943
Meghalaya,2004,WHOLE YEAR,DRY CHILLIES,332.0,199.0,5.993975903614458
Maharashtra,2008,RABI,GRAM,33400.0,24700.0,7.395209580838324
Kerala,2007,KHARIF,SESAMUM,239.0,91.0,3.807531380753138
Tripura,2013,KHARIF,GROUNDNUT,15.0,16.0,10.666666666666666
Telangana,2004,KHARIF,JOWAR,542.0,331.0,6.107011070110701
Tamil Nadu,2001,KHARIF,RICE,108375.0,402810.0,37.168166089965396
Uttar Pradesh,2010,KHARIF,MOONG(GREEN GRAM),120.0,56.0,4.666666666666667
West Bengal,2007,RABI,WHEAT,2216.0,6022.0,27.17509025270758
Uttar Pradesh,2004,RABI,POTATO,2673.0,59830.0,223.83090160867937
Odisha,2008,WINTER,GROUNDNUT,35.0,30.5,8.714285714285715
Bihar,2012,RABI,WHEAT,42029.0,112973.0,26.87977348973328
Uttar Pradesh,1999,KHARIF,GROUNDNUT,305.0,254.0,8.327868852459016
Chhattisgarh,2003,KHARIF,SUNFLOWER,376.0,142.0,3.776595744680851
Rajasthan,2008,WHOLE YEAR,DRY CHILLIES,599.0,599.0,10.0
Karnataka,1998,KHARIF,MAIZE,977.0,3216.0,32.91709314227226
Tamil Nadu,2005,WHOLE YEAR,POTATO,131.0,1952.0,149.00763358778624
Tripura,2012,RABI,RAPESEED &MUSTARD,286.0,238.0,8.321678321678322
Assam,1999,RABI,GRAM,255.0,166.0,6.509803921568627
Karnataka,2008,RABI,URAD,52.0,23.0,4.423076923076923
Rajasthan,2000,KHARIF,MAIZE,41324.0,26805.0,6.486545348949763
Tamil Nadu,2012,KHARIF,ARHAR/TUR,14.0,11.0,7.857142857142857
Uttarakhand,2004,KHARIF,RICE,19891.0,45130.0,22.688653159720474
Nagaland,2006,RABI,RAPESEED &MUSTARD,2030.0,1410.0,6.945812807881774
Karnataka,2012,RABI,WHEAT,1098.0,873.0,7.950819672131147
Bihar,2004,WHOLE YEAR,POTATO,9519.0,70457.0,74.01722870049375
Karnataka,2004,KHARIF,RICE,51390.0,124492.27,24.224999027048067
Rajasthan,2005,KHARIF,MAIZE,6.0,6.0,10.0
Punjab,2013,KHARIF,MAIZE,9000.0,28000.0,31.11111111111111
Karnataka,2012,RABI,POTATO,2548.0,26186.0,102.77080062794349
Rajasthan,2006,WHOLE YEAR,ONION,547.0,1040.0,19.012797074954296
Andhra Pradesh,1999,KHARIF,SESAMUM,484.0,117.0,2.4173553719008263
Kerala,2002,AUTUMN,RICE,4626.0,10122.0,21.880674448767834
Odisha,2003,KHARIF,ARHAR/TUR,9160.0,7140.0,7.79475982532751
Madhya Pradesh,2001,KHARIF,GROUNDNUT,385.0,322.0,8.363636363636363
Maharashtra,2003,RABI,GRAM,12400.0,9100.0,7.338709677419355
Himachal Pradesh,2005,KHARIF,MOONG(GREEN GRAM),20.0,4.0,2.0
Madhya Pradesh,2000,RABI,RAPESEED &MUSTARD,1641.0,314.0,1.9134673979280925
Odisha,2003,WHOLE YEAR,ONION,1100.0,10470.0,95.18181818181817
Tripura,1998,RABI,GRAM,33.0,22.0,6.666666666666666
Bihar,2003,SUMMER,MOONG(GREEN GRAM),1959.0,1363.0,6.9576314446145995
Arunachal Pradesh,2002,WHOLE YEAR,POTATO,390.0,3510.0,90.0
Tamil Nadu,2007,WHOLE YEAR,DRY CHILLIES,2473.0,1698.0,6.866154468257177
Maharashtra,2012,KHARIF,SUNFLOWER,100.0,40.0,4.0
Bihar,2001,KHARIF,SESAMUM,19.0,14.0,7.368421052631579
Karnataka,1999,SUMMER,RICE,7949.0,21764.0,27.379544596804628
Assam,2006,WHOLE YEAR,DRY CHILLIES,265.0,173.0,6.528301886792453
Himachal Pradesh,2000,KHARIF,MAIZE,30834.0,63176.0,20.48907050658364
Uttar Pradesh,2007,KHARIF,MOONG(GREEN GRAM),40.0,8.0,2.0
Uttar Pradesh,2000,RABI,WHEAT,121506.0,357788.0,29.446117887182524
Gujarat,2002,KHARIF,GROUNDNUT,4200.0,2100.0,5.0
Uttar Pradesh,2008,KHARIF,DRY CHILLIES,407.0,406.0,9.975429975429975
Chhattisgarh,2000,RABI,MOONG(GREEN GRAM),184.0,40.0,2.1739130434782608
Madhya Pradesh,2006,WHOLE YEAR,POTATO,2034.0,19703.0,96.86823992133726
Madhya Pradesh,2009,WHOLE YEAR,POTATO,4.0,47.0,117.5
Maharashtra,2014,KHARIF,ARHAR/TUR,38200.0,19800.0,5.18324607329843
Tamil Nadu,1997,WHOLE YEAR,SUNFLOWER,457.0,460.0,10.065645514223194
Assam,2009,WHOLE YEAR,DRY CHILLIES,463.0,330.0,7.1274298056155505
Tamil Nadu,2010,KHARIF,SUNFLOWER,439.0,583.0,13.28018223234624
Nagaland,2001,KHARIF,MAIZE,5700.0,11180.0,19.614035087719298
Gujarat,2008,WHOLE YEAR,DRY CHILLIES,200.0,200.0,10.0
Uttar Pradesh,2007,RABI,POTATO,214.0,3538.0,165.3271028037383
Uttar Pradesh,2004,KHARIF,JOWAR,13446.0,14115.0,10.497545738509595
Rajasthan,2003,KHARIF,RICE,457.0,755.0,16.520787746170676
Maharashtra,2011,KHARIF,GROUNDNUT,200.0,200.0,10.0
Uttar Pradesh,2009,SUMMER,URAD,116.0,72.0,6.206896551724138
Maharashtra,2010,KHARIF,ARHAR/TUR,53100.0,54000.0,10.169491525423728
Tamil Nadu,2010,KHARIF,ARHAR/TUR,125.0,83.0,6.640000000000001
Bihar,2003,KHARIF,MAIZE,11319.0,24395.0,21.55225726654298
Bihar,2011,RABI,GRAM,4.0,5.0,12.5
Punjab,2006,KHARIF,ARHAR/TUR,900.0,800.0,8.88888888888889
Rajasthan,1999,RABI,WHEAT,189090.0,400214.0,21.165265217621236
Odisha,2014,WINTER,POTATO,4.0,46.5,116.25
Tamil Nadu,2011,KHARIF,JOWAR,1659.0,2114.0,12.742616033755274
Karnataka,2002,WHOLE YEAR,DRY CHILLIES,312.0,579.0,18.557692307692307
Madhya Pradesh,2010,RABI,JOWAR,12.0,16.0,13.333333333333332
Uttar Pradesh,2009,SUMMER,RICE,1129.0,2016.0,17.856510186005316
Odisha,2004,SUMMER,MOONG(GREEN GRAM),2413.0,699.8,2.900124326564442
Tamil Nadu,2007,WHOLE YEAR,MAIZE,94.0,429.0,45.638297872340424
Madhya Pradesh,2003,KHARIF,JOWAR,77638.0,107994.0,13.909941008269147
Odisha,2003,WHOLE YEAR,POTATO,28.0,160.9,57.46428571428572
Bihar,2010,RABI,MAIZE,896.0,1458.0,16.272321428571427
Himachal Pradesh,2001,RABI,WHEAT,17668.0,21956.0,12.426986642517546
Andhra Pradesh,2001,KHARIF,JOWAR,324.0,185.0,5.709876543209877
Assam,2008,RABI,WHEAT,660.0,622.0,9.424242424242424
Assam,2012,RABI,WHEAT,574.0,450.0,7.839721254355401
Uttar Pradesh,2012,SUMMER,URAD,1038.0,966.0,9.306358381502891
Uttar Pradesh,1998,KHARIF,JOWAR,749.0,662.0,8.838451268357812
Madhya Pradesh,2010,WHOLE YEAR,SESAMUM,402.0,186.0,4.6268656716417915
Maharashtra,2001,KHARIF,JOWAR,12000.0,10700.0,8.916666666666668
Gujarat,2002,RABI,WHEAT,10500.0,24000.0,22.857142857142854
Nagaland,1999,KHARIF,JOWAR,210.0,180.0,8.571428571428571
Punjab,2008,KHARIF,MOONG(GREEN GRAM),100.0,100.0,10.0
Gujarat,2007,SUMMER,RICE,5000.0,15300.0,30.6
Chhattisgarh,2004,RABI,URAD,1251.0,319.0,2.5499600319744204
Assam,2007,SUMMER,RICE,8132.0,19327.0,23.766601082144618
Maharashtra,2007,KHARIF,SUNFLOWER,18.0,10.0,5.555555555555555
Chhattisgarh,2013,RABI,GRAM,1465.0,1102.0,7.522184300341297
Uttar Pradesh,2013,KHARIF,MOONG(GREEN GRAM),1.0,1.0,10.0
Karnataka,2002,RABI,SUNFLOWER,14.0,10.0,7.142857142857143
Assam,2004,KHARIF,SESAMUM,65.0,20.0,3.076923076923077
Odisha,2001,KHARIF,MOONG(GREEN GRAM),57675.0,13634.4,2.364005201560468
Bihar,2010,SUMMER,MOONG(GREEN GRAM),5492.0,3394.0,6.179898033503277
Uttar Pradesh,2007,RABI,RAPESEED &MUSTARD,6921.0,10197.0,14.733420026007803
Uttar Pradesh,2001,RABI,URAD,10.0,5.0,5.0
Chhattisgarh,2012,KHARIF,POTATO,1.0,6.0,60.0
Tamil Nadu,2004,RABI,GRAM,106.0,65.0,6.132075471698113
West Bengal,2005,WHOLE YEAR,POTATO,13796.0,282973.0,205.1123514062047
Odisha,2004,SUMMER,GROUNDNUT,81.0,100.4,12.395061728395063
Uttarakhand,2012,KHARIF,POTATO,1575.0,11813.0,75.0031746031746
Karnataka,2000,RABI,GROUNDNUT,1039.0,1055.0,10.153994225216554
Bihar,2003,RABI,RAPESEED &MUSTARD,3043.0,3408.0,11.199474203089057
Rajasthan,2007,KHARIF,MAIZE,40773.0,103979.0,25.501925293699262
Karnataka,2005,KHARIF,SUNFLOWER,127248.0,37382.0,2.9377279014208475
Uttar Pradesh,2009,KHARIF,MAIZE,93.0,136.0,14.623655913978496
Uttar Pradesh,1999,KHARIF,MOONG(GREEN GRAM),3.0,1.0,3.333333333333333
Karnataka,2001,WHOLE YEAR,ONION,6247.0,64311.0,102.94701456699215
Nagaland,2008,RABI,MAIZE,430.0,750.0,17.441860465116278
Chhattisgarh,2004,WHOLE YEAR,POTATO,892.0,5124.0,57.4439461883408
Assam,1999,WHOLE YEAR,ONION,548.0,1511.0,27.572992700729927
Punjab,2010,RABI,WHEAT,253000.0,1166000.0,46.08695652173913
Meghalaya,2009,AUTUMN,RICE,16440.0,20484.0,12.45985401459854
Bihar,2006,KHARIF,SESAMUM,88.0,68.0,7.727272727272727
Bihar,2002,RABI,MAIZE,2.0,5.0,25.0
Uttar Pradesh,1998,SUMMER,MAIZE,48.0,49.0,10.208333333333332
Bihar,2006,RABI,RAPESEED &MUSTARD,2176.0,1832.0,8.419117647058824
Uttar Pradesh,2009,KHARIF,JOWAR,688.0,747.0,10.857558139534884
Karnataka,2000,KHARIF,SUNFLOWER,285.0,94.0,3.298245614035088
Telangana,2000,KHARIF,GRAM,12.0,9.0,7.5
Uttar Pradesh,2012,RABI,WHEAT,196974.0,735895.0,37.36000690446455
Andhra Pradesh,2010,RABI,GRAM,80.0,133.0,16.625
Uttar Pradesh,1999,KHARIF,MOONG(GREEN GRAM),36.0,10.0,2.7777777777777777
Madhya Pradesh,2001,KHARIF,GROUNDNUT,1071.0,656.0,6.125116713352008
Bihar,2014,RABI,WHEAT,39459.0,69873.0,17.7077472819889
Arunachal Pradesh,2010,WHOLE YEAR,POTATO,313.0,2821.0,90.12779552715655
Punjab,2007,KHARIF,MOONG(GREEN GRAM),800.0,500.0,6.25
Madhya Pradesh,2002,RABI,WHEAT,87463.0,175508.0,20.06654242365343
Assam,2009,WINTER,RICE,64025.0,110123.0,17.2
Manipur,1999,KHARIF,RICE,33650.0,81330.0,24.169390787518573
Odisha,2007,WINTER,RICE,90000.0,201000.0,22.333333333333336
Telangana,2004,RABI,ONION,415.0,9269.0,223.34939759036146
Bihar,1998,KHARIF,SUNFLOWER,26.0,14.0,5.384615384615384
Gujarat,2012,KHARIF,GROUNDNUT,4500.0,2200.0,4.888888888888888
Bihar,2014,SUMMER,MAIZE,1701.0,7006.0,41.187536743092295
Chhattisgarh,2005,KHARIF,MAIZE,2815.0,2568.0,9.122557726465365
Madhya Pradesh,2013,RABI,RAPESEED &MUSTARD,452.0,558.0,12.345132743362832
Uttar Pradesh,2011,SUMMER,SUNFLOWER,303.0,517.0,17.062706270627064
Karnataka,2005,KHARIF,POTATO,55716.0,185997.0,33.383049752315316
Odisha,2010,WINTER,POTATO,104.0,1414.7,136.02884615384616
Bihar,1999,KHARIF,RICE,31846.0,40533.0,12.727815110217923
Maharashtra,2007,SUMMER,SUNFLOWER,1.0,1.0,10.0
Bihar,2012,RABI,GRAM,268.0,171.0,6.380597014925373
Rajasthan,2000,RABI,GRAM,65335.0,24953.0,3.8192393051197677
Uttar Pradesh,2009,SUMMER,MOONG(GREEN GRAM),108.0,56.0,5.185185185185185
Odisha,2008,AUTUMN,GROUNDNUT,44.0,30.4,6.909090909090909
Tamil Nadu,2000,KHARIF,MAIZE,13.0,21.0,16.153846153846153
Karnataka,2004,RABI,RAPESEED &MUSTARD,40.0,6.0,1.5
Manipur,1998,WINTER,POTATO,190.0,990.0,52.10526315789473
Madhya Pradesh,2005,RABI,URAD,15.0,3.0,2.0
Uttar Pradesh,1997,WHOLE YEAR,POTATO,5398.0,78391.0,145.22230455724343
Arunachal Pradesh,2003,WHOLE YEAR,DRY CHILLIES,72.0,103.0,14.305555555555555
Maharashtra,2007,KHARIF,JOWAR,221.0,218.0,9.864253393665159
Tamil Nadu,2009,WHOLE YEAR,JOWAR,21446.0,12763.0,5.951226335913456
West Bengal,2006,SUMMER,RICE,89231.0,263845.0,29.5687597359662
Assam,2011,AUTUMN,RICE,2489.0,4779.0,19.20048212133387
West Bengal,2012,RABI,RAPESEED &MUSTARD,820.0,571.0,6.963414634146341
Karnataka,1999,SUMMER,RICE,2350.0,7289.0,31.017021276595745
Karnataka,2011,SUMMER,ONION,119.0,733.0,61.596638655462186
Meghalaya,1999,RABI,GRAM,253.0,152.0,6.007905138339921
Madhya Pradesh,2011,KHARIF,URAD,53867.0,17847.0,3.3131601908404034
Madhya Pradesh,2013,KHARIF,JOWAR,1115.0,1286.0,11.533632286995516
Assam,1998,WHOLE YEAR,DRY CHILLIES,961.0,434.0,4.516129032258064
West Bengal,1998,RABI,RAPESEED &MUSTARD,71682.0,54370.0,7.584888814486202
Telangana,2002,RABI,RICE,48545.0,152965.0,31.509939231640747
Madhya Pradesh,2000,RABI,WHEAT,85502.0,52140.0,6.0981029683516175
Tamil Nadu,1998,KHARIF,SUNFLOWER,81.0,79.0,9.753086419753087
Punjab,2009,KHARIF,MAIZE,3000.0,14000.0,46.66666666666667
Bihar,2014,SUMMER,MAIZE,4.0,16.0,40.0
Tamil Nadu,1997,WHOLE YEAR,RICE,90931.0,221560.0,24.36572785958584
Odisha,2003,WHOLE YEAR,POTATO,38.0,248.2,65.3157894736842
Odisha,2004,AUTUMN,MAIZE,773.0,702.7,9.090556274256144
Telangana,2013,KHARIF,ONION,4.0,75.0,187.5
Chhattisgarh,2003,WHOLE YEAR,POTATO,90.0,418.0,46.44444444444445
West Bengal,2010,RABI,RAPESEED &MUSTARD,42403.0,35010.0,8.256491285993915
Madhya Pradesh,2010,WHOLE YEAR,SESAMUM,216.0,186.0,8.61111111111111
Chhattisgarh,2010,KHARIF,MOONG(GREEN GRAM),89.0,19.0,2.134831460674157
Uttar Pradesh,2014,SUMMER,URAD,26.0,14.0,5.384615384615384
Madhya Pradesh,2009,RABI,MOONG(GREEN GRAM),60.0,21.0,3.5
Andhra Pradesh,1999,KHARIF,SUNFLOWER,46967.0,29642.0,6.31123980667277
Karnataka,2008,KHARIF,DRY CHILLIES,105.0,97.0,9.238095238095239
Uttar Pradesh,2001,KHARIF,MOONG(GREEN GRAM),23.0,6.0,2.608695652173913
Karnataka,2007,RABI,MAIZE,60.0,214.0,35.66666666666667
Odisha,2002,KHARIF,JOWAR,1430.0,720.0,5.034965034965035
Punjab,2000,KHARIF,MOONG(GREEN GRAM),300.0,200.0,6.666666666666666
Gujarat,2000,SUMMER,RICE,900.0,2700.0,30.0
Rajasthan,2005,RABI,RAPESEED &MUSTARD,22707.0,27220.0,11.987492843616504
Odisha,2007,SUMMER,URAD,95.0,21.6,2.2736842105263158
Bihar,2008,RABI,POTATO,1568.0,9502.0,60.599489795918366
Madhya Pradesh,2008,KHARIF,JOWAR,3000.0,3621.0,12.07
Odisha,2000,KHARIF,ARHAR/TUR,130.0,70.0,5.384615384615384
Karnataka,2003,SUMMER,JOWAR,466.0,1240.0,26.609442060085836
Bihar,2000,RABI,GRAM,575.0,601.0,10.45217391304348
Rajasthan,2004,KHARIF,RICE,6053.0,11200.0,18.50322154303651
Bihar,2011,KHARIF,GROUNDNUT,500.0,511.0,10.22
Assam,2012,RABI,WHEAT,1172.0,1514.0,12.918088737201366
Tamil Nadu,2005,KHARIF,ARHAR/TUR,12321.0,4509.0,3.6596055514974433
West Bengal,2003,KHARIF,SUNFLOWER,523.0,407.0,7.782026768642448
Gujarat,2007,RABI,WHEAT,49500.0,160000.0,32.323232323232325
Bihar,2006,AUTUMN,RICE,1560.0,1560.0,10.0
Maharashtra,2007,KHARIF,SESAMUM,2.0,1.0,5.0
Chhattisgarh,2012,KHARIF,SESAMUM,25.0,6.0,2.4
Chandigarh,2006,WHOLE YEAR,ONION,4.0,68.0,170.0
Jammu And Kashmir,2014,KHARIF,DRY CHILLIES,4.0,3.9,9.75
Karnataka,2010,RABI,GROUNDNUT,523.0,663.0,12.676864244741875
